filename,measure
beam groups 12 semiquavers compound-969.png,3054
beam groups 12 semiquavers compound-970.png,3057
beam groups 12 semiquavers compound-971.png,3060
beam groups 12 semiquavers compound-972.png,3063
beam groups 12 semiquavers compound-973.png,3066
beam groups 12 semiquavers compound-974.png,3069
beam groups 12 semiquavers compound-975.png,3072
beam groups 12 semiquavers compound-976.png,3076
beam groups 12 semiquavers compound-977.png,3080
beam groups 12 semiquavers compound-978.png,3084
beam groups 12 semiquavers compound-979.png,3088
beam groups 12 semiquavers compound-980.png,3092
beam groups 12 semiquavers compound-981.png,3096
beam groups 12 semiquavers compound-982.png,3100
beam groups 12 semiquavers compound-983.png,3104
beam groups 12 semiquavers compound-984.png,3108
beam groups 12 semiquavers compound-985.png,3112
beam groups 12 semiquavers compound-986.png,3116
beam groups 12 semiquavers compound-987.png,3120
beam groups 12 semiquavers compound-988.png,3124
beam groups 12 semiquavers compound-989.png,3128
beam groups 12 semiquavers compound-990.png,381382
beam groups 12 semiquavers compound-991.png,3136
beam groups 12 semiquavers compound-992.png,3140
beam groups 12 semiquavers compound-993.png,3143
beam groups 12 semiquavers compound-994.png,3146
beam groups 12 semiquavers compound-995.png,3149
beam groups 12 semiquavers compound-996.png,3182
beam groups 12 semiquavers compound-997.png,3155
beam groups 12 semiquavers compound-998.png,3158
beam groups 12 semiquavers compound-999.png,3161
